27	51
12	126
12	127
12	128
12	129
12	130
5	170
6	171
6	172
5	173
4	174
4	175
4	176
4	177
0	199
0	200
0	201
0	202
0	203
0	204
37	218
37	219
37	220
37	221
37	222
21	223
21	224
21	225
21	226
21	227
21	228
21	229
21	230
14	238
1	365
36	366
1	367
1	368
0	444
0	445
14	446
37	447
63	454
47	473
33	558
38	559
33	560
38	561
45	562
45	563
39	726
39	727
39	728
39	729
37	730
34	731
37	732
11	819
11	820
11	821
53	830
53	831
53	832
10	835
35	875
35	876
25	877
35	878
42	909
42	910
42	911
27	925
21	979
64	990
64	1001
4	1005
57	1031
57	1032
57	1033
57	1034
57	1035
59	1119
11	1120
11	1121
11	1122
11	1123
11	1124
69	1125
69	1126
69	1127
69	1128
69	1129
69	1130
69	1131
24	1132
24	1133
24	1134
46	1135
70	1154
24	1155
70	1156
70	1157
70	1158
0	1175
5	1265
5	1266
6	1267
6	1268
5	1269
5	1270
69	1282
0	1295
91	1296
91	1297
5	1298
5	1299
5	1300
3	1318
21	1350
21	1368
21	1369
21	1370
57	1432
57	1433
57	1434
34	1435
42	1467
29	1469
12	1470
67	1471
32	1472
71	1473
92	1475
59	1476
29	1477
21	1481
93	1489
34	1491
11	1494
94	1531
39	1534
34	1537
34	1538
34	1539
58	1560
58	1561
58	1562
27	1563
58	1573
58	1588
58	1596
58	1597
77	1607
77	1608
77	1609
58	1610
58	1615
58	1616
58	1617
58	1618
58	1619
58	1629
58	1630
58	1631
58	1632
58	1633
65	1640
65	1641
65	1642
65	1643
78	1649
78	1650
78	1651
78	1652
78	1653
44	1657
51	1663
51	1664
51	1665
51	1666
51	1667
51	1668
51	1669
4	1689
4	1690
4	1691
4	1692
4	1693
74	1694
65	1722
28	1751
27	1752
13	1753
13	1761
45	1765
45	1766
45	1767
45	1768
45	1769
45	1770
34	1883
14	1901
35	2006
58	2029
51	2039
44	2051
44	2052
44	2053
13	2054
13	2059
33	2069
33	2070
33	2071
33	2072
33	2073
5	2078
5	2079
5	2080
47	2081
47	2082
47	2083
47	2084
0	2101
0	2102
0	2103
27	2104
27	2105
7	2114
21	2125
21	2408
21	2414
21	2419
21	2420
21	2421
21	2422
21	2429
21	2432
21	2437
21	2438
21	2439
21	2440
21	2443
21	2444
21	2445
21	2446
71	2457
59	2462
59	2463
7	2488
7	2489
7	2490
93	2498
93	2499
34	2516
34	2517
28	47
27	48
29	49
27	50
5	131
6	132
5	133
5	134
5	135
30	212
36	213
36	214
30	245
31	246
30	247
60	342
60	343
60	346
5	361
37	443
60	459
60	460
60	461
60	462
5	466
38	467
14	468
40	469
47	470
60	471
47	472
63	481
14	596
40	597
40	598
40	599
40	600
14	601
40	602
14	656
14	657
14	658
14	659
14	660
37	661
56	788
25	859
25	860
35	861
29	864
7	893
57	932
57	933
57	934
43	935
64	991
64	992
64	993
64	994
64	995
64	996
75	1021
11	1041
89	1042
75	1043
75	1044
54	1080
54	1081
54	1082
54	1083
54	1084
24	1163
24	1164
24	1165
34	1166
21	1217
54	1250
54	1251
54	1252
54	1253
10	1454
69	1456
69	1457
69	1458
69	1459
0	1474
34	1480
75	1497
75	1501
4	1502
67	1503
4	1504
4	1505
4	1506
67	1507
4	1508
4	1509
4	1510
67	1511
4	1512
4	1513
67	1514
58	1578
58	1579
58	1580
58	1611
58	1612
58	1613
58	1614
73	1695
4	1696
4	1697
73	1698
73	1699
85	1714
72	1715
72	1716
72	1717
72	1718
65	1721
34	1723
45	1732
45	1733
45	1734
45	1735
45	1736
45	1737
33	1743
69	1744
45	1745
45	1746
70	1750
13	1754
13	1757
49	1912
93	1996
69	2018
69	2019
45	2020
45	2021
26	2040
26	2041
26	2042
13	2055
13	2056
13	2057
13	2058
66	2085
66	2086
66	2087
66	2088
66	2089
66	2090
14	2091
14	2092
14	2093
14	2094
14	2095
14	2096
14	2097
14	2098
14	2099
21	2107
21	2127
21	2134
21	2135
2	4
7	40
26	74
26	75
25	76
25	77
7	116
60	352
60	353
60	354
60	355
69	356
69	357
5	358
5	359
71	360
60	458
14	639
14	640
14	641
14	642
14	643
14	644
14	645
37	676
25	806
25	807
25	808
25	809
51	838
68	939
10	959
10	960
10	961
10	962
10	963
21	976
21	982
64	1012
33	1013
33	1014
63	1015
63	1016
50	1068
95	1085
95	1086
95	1091
4	1092
4	1093
4	1094
4	1095
59	1115
59	1116
59	1117
59	1118
62	1263
5	1302
5	1303
5	1304
5	1305
96	1352
96	1353
96	1354
96	1355
96	1356
21	1359
21	1360
21	1361
21	1362
69	1455
47	1460
60	1462
14	1464
11	1468
93	1478
21	1484
58	1485
69	1486
71	1487
45	1488
42	1495
91	1498
65	1500
34	1536
58	1574
58	1575
58	1576
58	1577
58	1602
58	1603
58	1604
58	1605
58	1606
59	1624
65	1634
65	1635
65	1636
65	1637
65	1638
65	1639
61	1700
61	1701
61	1702
61	1703
34	1719
34	1720
49	1731
46	1738
33	1739
46	1740
33	1741
33	1742
47	1902
47	1903
47	1904
93	1993
93	1994
93	1995
46	2017
2	2060
2	2061
2	2062
2	2063
2	2064
5	2074
5	2075
5	2076
5	2077
21	2109
21	2110
21	2111
21	2112
21	2113
75	2116
21	2126
69	2317
69	2318
47	2392
47	2393
47	2394
12	2451
12	2452
67	2453
67	2454
11	2455
11	2456
93	2476
93	2477
65	2493
65	2494
42	2500
42	2501
91	2518
91	2519
13	2527
13	2528
13	2529
13	2530
41	435
60	455
60	456
60	457
51	836
51	837
86	953
86	954
86	955
64	983
64	984
64	985
64	986
64	987
72	1055
72	1056
84	1057
72	1058
97	1143
35	1185
35	1186
35	1187
35	1188
62	1283
54	1662
8	1981
21	119
60	329
60	440
37	638
55	812
55	813
52	841
10	897
35	967
86	1087
86	1088
86	1089
95	1090
12	1465
58	1564
58	1568
61	1707
61	1708
61	1709
61	1710
61	1711
61	1712
61	1713
2	1760
21	1811
21	1812
21	1813
21	1814
21	1815
21	1835
21	1836
21	1837
21	1838
21	1856
21	1860
21	1863
21	1875
12	2106
21	2115
21	2433
21	2434
37	10
37	11
63	232
66	234
66	235
63	236
66	237
66	238
66	239
64	404
10	413
5	433
25	436
25	437
25	438
25	439
55	451
55	452
7	462
7	463
7	464
7	465
7	467
49	469
75	477
54	478
53	481
33	484
4	494
52	499
52	500
52	501
29	512
29	514
57	515
52	516
47	522
44	525
35	530
35	535
25	536
25	537
51	538
11	542
35	549
4	563
7	568
7	569
7	570
63	605
34	608
34	609
34	649
24	650
51	653
68	655
27	656
55	659
10	660
58	732
58	733
58	734
58	742
58	743
58	744
58	745
58	746
58	751
58	752
58	761
58	762
58	763
58	764
58	765
27	770
27	771
58	773
58	774
58	779
58	788
58	793
59	799
59	800
59	801
59	802
59	803
59	804
58	810
58	811
58	821
58	822
58	823
58	824
58	825
58	826
58	833
58	834
77	835
77	836
77	837
72	849
61	851
72	852
65	853
65	854
65	855
65	856
65	857
65	858
61	869
61	871
61	872
61	873
51	874
58	879
61	880
61	881
11	882
33	883
26	884
26	885
26	886
78	887
72	892
61	893
61	894
72	895
72	896
43	897
61	898
72	899
61	900
61	901
61	902
61	903
61	904
61	905
61	906
4	907
4	908
4	909
4	910
4	911
44	912
44	913
44	914
44	915
61	916
61	917
61	918
61	919
61	920
61	921
61	922
54	923
54	924
54	925
54	926
54	927
74	928
73	929
73	930
4	931
4	932
73	933
72	934
34	940
65	942
60	944
14	946
39	952
39	953
39	954
41	955
40	956
40	957
33	958
33	959
33	960
33	961
33	962
33	963
33	964
33	965
33	966
38	967
38	968
38	969
53	970
34	972
34	973
34	974
49	976
52	977
49	978
52	979
33	980
52	981
64	1019
45	1031
45	1032
45	1033
45	1034
45	1035
45	1036
33	1047
46	1048
33	1049
46	1050
33	1051
2	1060
7	1065
4	1073
13	1076
13	1077
13	1078
13	1079
13	1080
13	1081
2	1082
3	1083
3	1084
2	1085
2	1086
2	1087
3	1088
3	1089
2	1090
2	1091
7	1092
7	1093
7	1094
7	1095
7	1096
7	1097
7	1098
7	1099
7	1100
27	1101
28	1102
27	1103
29	1104
27	1105
27	1106
28	1107
27	1108
29	1109
27	1110
10	1112
10	1113
10	1114
10	1115
10	1116
0	1117
8	1121
31	1123
8	1124
9	1125
33	1126
30	1131
31	1132
30	1133
25	1134
26	1135
26	1136
25	1137
34	1139
34	1143
10	1147
10	1148
10	1149
10	1150
10	1152
10	1153
10	1154
10	1155
10	1156
10	1157
10	1158
10	1159
7	1165
7	1166
7	1167
7	1168
7	1169
7	1170
7	1171
7	1172
11	1173
11	1174
11	1175
12	1176
12	1177
12	1178
12	1179
12	1180
5	1186
6	1187
5	1188
14	1189
14	1190
14	1191
14	1192
14	1193
14	1194
14	1195
35	1196
35	1197
35	1198
35	1199
35	1200
5	1203
5	1204
6	1205
6	1206
4	1207
4	1208
4	1209
4	1210
32	1211
5	1214
11	1215
6	1216
5	1217
0	1218
0	1219
0	1220
0	1221
0	1222
0	1223
0	1224
5	1230
12	1231
5	1232
36	1233
36	1240
30	1241
36	1242
37	1243
14	1248
14	1249
14	1250
14	1251
14	1252
14	1253
30	1258
30	1259
31	1260
30	1261
34	1262
45	1266
45	1267
45	1268
38	1269
38	1270
33	1273
40	1277
33	1280
40	1283
40	1286
38	1287
39	1288
39	1292
39	1293
39	1294
39	1295
33	1296
48	1300
46	1301
46	1304
46	1307
46	1311
46	1314
46	1317
42	1320
38	1321
42	1322
42	1323
38	1324
33	1326
33	1329
43	1332
33	1335
33	1336
39	1339
39	1340
39	1341
38	1342
39	1343
43	1344
39	1352
39	1353
39	1354
43	1355
2	1359
2	1363
2	1367
39	1371
38	1374
76	1399
76	1400
6	1401
34	1402
76	1403
14	1412
14	1413
14	1414
14	1415
14	1416
11	1417
1	1427
44	1434
21	1436
21	1439
70	1747
70	1748
70	1749
21	1857
21	1858
58	2483
58	2484
49	982
52	983
49	984
52	985
33	986
52	987
7	1066
7	1067
7	1068
7	1069
7	1070
7	1071
7	1072
4	1074
4	1075
68	1144
68	1145
34	1146
5	1181
5	1182
6	1183
5	1184
5	1185
32	1212
32	1213
0	1225
30	1234
38	1271
38	1272
33	1274
33	1275
33	1276
40	1284
40	1285
46	1308
46	1309
46	1310
33	1337
33	1338
38	1375
38	1376
38	1377
38	1378
21	1396
47	1424
47	1425
0	1428
1	1429
1	1430
21	1443
2	0
2	1
2	2
4	3
4	15
35	165
14	231
14	232
14	233
14	234
14	235
14	236
14	237
52	408
14	585
54	846
54	847
54	848
35	852
35	964
25	965
35	966
21	973
21	974
21	975
64	988
64	989
4	1002
4	1003
4	1004
5	1006
64	1007
5	1008
29	1149
29	1150
29	1151
43	1152
29	1153
0	1264
14	1463
47	1479
27	1482
48	1483
71	1492
36	1496
54	1658
54	1659
54	1660
54	1661
51	1673
21	1854
21	1855
21	1873
21	1874
14	1896
21	1908
25	1919
51	2034
51	2035
51	2036
51	2037
51	2038
21	2409
21	2415
21	2416
21	2417
21	2418
21	2430
21	2431
29	2473
29	2474
29	2475
71	2491
71	2492
30	2495
30	2496
36	2497
32	184
14	668
14	669
14	670
14	671
14	672
14	673
14	674
14	675
13	1762
13	1763
21	2204
21	2205
21	2206
21	2207
21	2208
21	2209
21	2210
21	2285
21	2286
21	2287
21	2297
21	2298
21	2299
21	2300
21	2301
21	2523
21	2533
21	2534
21	2535
21	2536
21	2537
21	2538
21	2539
47	0
36	1
47	2
47	3
36	4
70	5
14	12
14	13
14	14
37	15
37	20
37	26
14	27
14	28
14	29
14	30
14	31
14	32
14	33
14	34
45	57
14	85
40	114
37	174
14	175
14	176
60	177
60	178
37	179
82	193
81	194
80	195
63	204
63	207
63	210
63	211
63	212
63	213
66	214
66	215
66	216
66	217
66	218
66	219
66	220
63	233
63	240
66	241
60	250
60	251
60	252
60	253
60	254
38	255
60	256
60	257
60	258
60	259
60	260
60	261
60	262
5	272
69	273
5	275
5	276
71	277
60	282
1	294
1	299
1	300
1	301
1	302
60	314
60	316
60	317
52	323
37	332
47	337
83	342
67	348
48	349
48	350
48	351
48	352
48	353
48	354
67	355
34	361
34	362
34	363
34	364
34	365
34	366
34	367
66	368
34	372
34	373
34	374
34	375
34	376
48	377
34	378
68	379
68	380
68	381
37	382
37	383
37	384
37	385
55	386
64	391
64	392
64	393
64	394
64	395
64	396
64	397
64	398
64	400
64	401
64	402
64	403
64	405
64	406
64	407
64	408
4	409
4	410
4	411
4	412
27	422
27	425
27	426
27	427
56	428
5	434
64	435
64	440
42	444
42	448
42	449
42	450
51	455
10	458
79	470
49	471
49	472
54	479
54	480
53	482
53	483
2	495
2	496
2	497
4	498
7	503
7	504
7	505
7	506
7	507
75	508
47	523
47	524
51	539
51	540
51	541
11	545
11	546
11	547
11	548
25	550
25	551
25	552
35	553
25	554
25	555
